ID,Nombre,Ingredientes,Instrucciones,URL,tk_ing
109,Bacon Appetizer Crescents,"1 (8 ounce) package PHILADELPHIA Cream Cheese, softened; 8 slices OSCAR MAYER Bacon, cooked, crumbled; ⅓ cup KRAFT Grated Parmesan Cheese; ¼ cup finely chopped onions; 2 tablespoons chopped fresh parsley; 1 tablespoon milk; 2 (8 ounce) packages refrigerated crescent dinner rolls","Preheat the oven to 375 degrees F (190 degrees C). Mix cream cheese, bacon, Parmesan cheese, onion, parsley, and milk together in a bowl. Separate each can of dough into 8 triangles; cut each triangle lengthwise in half. Spread each dough triangle with 1 generous teaspoon cream cheese mixture; roll up, starting at short side of triangle. Place, point-side down, on baking sheet. Bake in the preheated oven for 12 to 15 minutes or until golden brown. Serve warm.",https://www.allrecipes.com/recipe/216825/bacon-appetizer-crescents/,"['package philadelphia cream cheese', 'softened', 'slices oscar mayer bacon', 'cooked', 'crumbled', '⅓  kraft grated parmesan cheese', '¼  finely chopped onions', 'chopped fresh parsley', 'milk', 'packages refrigerated crescent dinner rolls']"
110,Seven Layer Salad,"1 pound bacon; 1 large head iceberg lettuce - rinsed, dried, and chopped; 1 red onion, chopped; 1 (10 ounce) package frozen green peas, thawed; 10 ounces shredded Cheddar cheese; 1 cup chopped cauliflower; 1 ¼ cups mayonnaise; ⅔ cup grated Parmesan cheese; 2 tablespoons white sugar","For the salad: Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon slices on paper towels; crumble and set aside. Place chopped lettuce in a large glass dish or bowl; top with a layer of red onion, peas, shredded cheese, cauliflower, and bacon. For the dressing: Whisk mayonnaise, Parmesan cheese, and sugar together in a bowl until smooth. Drizzle over salad and refrigerate until chilled.
MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/14295/seven-layer-salad/,"['bacon', 'large head iceberg lettuce  rinsed', 'dried', 'and chopped', 'red onion', 'chopped', 'package frozen green peas', 'thawed', 'shredded cheddar cheese', 'chopped cauliflower', '¼  mayonnaise', '⅔  grated parmesan cheese', 'white sugar']"
111,Better Than Sex Cake with German Chocolate Cake Mix,"1 (15.25 ounce) package German chocolate cake mix; 1 ¼ cups water; ½ cup vegetable oil; 3 large eggs; 1 (14 ounce) can sweetened condensed milk; 2 cups hot fudge topping; 1 (12 ounce) container frozen whipped topping, thawed; 4 (1.4 ounce) bars English toffee-flavored candy, crushed","Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch glass baking dish. Mix cake mix, water, oil, and eggs in a large bowl with an electric mixer on medium speed until well combined. Pour batter into the prepared baking dish. Bake in the preheated oven until a toothpick inserted in the center comes out clean, 30 to 35 minutes. Remove from the oven and set the baking dish on a wire rack. While the cake is still very warm, poke holes all over the top with the end of a wooden spoon. Pour condensed milk over cake and let cool, 20 to 30 minutes. Pour hot fudge topping over cooled cake and let set, 20 to 30 minutes. Spread whipped topping over top and sprinkle with crushed toffee.",https://www.allrecipes.com/recipe/7421/better-than-sex-cake-i/,"['package german chocolate cake mix', '¼  water', '½  vegetable oil', 'large eggs', 'can sweetened condensed milk', 'hot fudge topping', 'container frozen whipped topping', 'thawed', 'bars english toffeeflavored candy', 'crushed']"
112,Chicken Makhani (Indian Butter Chicken),"2 tablespoons peanut oil, divided; 1 shallot, finely chopped; ¼ white onion, chopped; 2 tablespoons butter; 1 tablespoon ginger garlic paste; 2 teaspoons lemon juice; 2 teaspoons garam masala, divided; 1 teaspoon chili powder; 1 teaspoon ground cumin; 1 bay leaf; 1 cup tomato puree; 1 cup half-and-half; ¼ cup plain yogurt; 1 pinch salt and ground black pepper to taste; 1 pound boneless, skinless chicken thighs, cut into bite-size pieces; ¼ teaspoon cayenne pepper, or to taste; 1 tablespoon cornstarch; ¼ cup water","Heat 1 tablespoon oil in a large saucepan over medium-high heat. Sauté shallot and onion until soft and translucent, about 5 minutes.
DOTDASH MEREDITH FOOD STUDIOS Stir in butter, ginger-garlic paste, lemon juice, 1 teaspoon garam masala, chili powder, cumin, and bay leaf. Cook and stir for 1 minute. Add tomato sauce, and cook for 2 minutes, continuing to frequently stir. Stir in half-and-half and yogurt. Reduce heat to low, and simmer for 10 minutes, frequently stirring. Season with salt and pepper. Remove from heat and set aside.
DOTDASH MEREDITH FOOD STUDIOS Heat remaining 1 tablespoon oil in a large heavy skillet over medium heat. Cook chicken until lightly browned, about 10 minutes. Reduce heat, and season with remaining 1 teaspoon garam masala and cayenne. Stir in a few spoonfuls of sauce, and simmer until liquid has reduced, and chicken is no longer pink. Add cooked chicken into sauce and stir together.
DOTDASH MEREDITH FOOD STUDIOS Dissolve cornstarch into water, then mix into the sauce. Cook for 5 to 10 minutes, or until thickened.
DOTDASH MEREDITH FOOD STUDIOS Serve over rice with naan.
DOTDASH MEREDITH FOOD STUDIOS ",https://www.allrecipes.com/recipe/45957/chicken-makhani-indian-butter-chicken/,"['peanut oil', 'divided', 'shallot', 'finely chopped', '¼ white onion', 'chopped', 'butter', 'ginger garlic paste', 'lemon juice', 'garam masala', 'divided', 'chili powder', 'ground cumin', 'bay leaf', 'tomato puree', 'halfandhalf', '¼  plain yogurt', 'pinch salt and ground black pepper to taste', 'boneless', 'skinless chicken thighs', 'cut into bitesize pieces', '¼  cayenne pepper', 'or to taste', 'cornstarch', '¼  water']"
113,Flat Iron Steak with Three Pepper Rub,1 tablespoon smoked paprika; 2 teaspoons salt; 1 teaspoon brown sugar; 2 teaspoons chili powder; 1 teaspoon chipotle chile powder; ½ teaspoon ground black pepper; ½ teaspoon garlic powder; ½ teaspoon onion powder; ½ teaspoon ground cumin; 2 pounds flat iron steaks,"Stir together the paprika, salt, sugar, chili powder, chipotle powder, black pepper, garlic powder, onion powder, and cumin in a small bowl until blended. Rub the seasoning mix all over the flat iron steaks, then wrap them tightly with plastic wrap. Marinate in the refrigerator 2 to 8 hours (the longer the better). Preheat an outdoor grill for medium-high heat, and lightly oil grate. Cook the steaks on the preheated grill until cooked to your desired degree of doneness, about 4 minutes per side for medium. Allow the steaks to rest for 5 minutes in a warm location before slicing.",https://www.allrecipes.com/recipe/164439/flat-iron-steak-with-three-pepper-rub/,"['smoked paprika', 'salt', 'brown sugar', 'chili powder', 'chipotle chile powder', '½  ground black pepper', '½  garlic powder', '½  onion powder', '½  ground cumin', 'flat iron steaks']"
114,The Best Vegetarian Chili in the World,"1 tablespoon olive oil; ½ medium onion, chopped; 2 tablespoons dried oregano; 1 tablespoon salt; 1 teaspoon ground cumin; 2 bay leaves; 2 stalks celery, chopped; 2 green bell peppers, chopped; 2 jalapeno peppers, chopped; 3 cloves garlic, chopped; 2 (4 ounce) cans chopped green chile peppers, drained; 2 (12 ounce) packages vegetarian burger crumbles; 3 (28 ounce) cans whole peeled tomatoes, crushed; ¼ cup chili powder; 1 tablespoon ground black pepper; 1 (15 ounce) can kidney beans, drained; 1 (15 ounce) can garbanzo beans, drained; 1 (15 ounce) can black beans; 1 (15 ounce) can whole kernel corn","Heat olive oil in a large pot over medium heat. Stir in onion and season with oregano, salt, cumin, and bay leaves. Cook and stir until onion is tender; stir in celery, green bell peppers, jalapeños, and garlic. Add green chile peppers and cook until heated through. Stir in vegetarian burger crumbles; reduce heat to low, cover pot, and simmer for 5 minutes. Stir in tomatoes; season with chili powder and black pepper. Stir in kidney beans, garbanzo beans, and black beans. Bring to a boil, reduce heat to low, and simmer for 45 minutes. Stir in the corn, and continue cooking for 5 minutes before serving.
NATASHA FOREST BROWN",https://www.allrecipes.com/recipe/72508/the-best-vegetarian-chili-in-the-world/,"['olive oil', '½ medium onion', 'chopped', 'dried oregano', 'salt', 'ground cumin', 'bay leaves', 'stalks celery', 'chopped', 'green bell peppers', 'chopped', 'jalapeno peppers', 'chopped', 'garlic', 'chopped', 'cans chopped green chile peppers', 'drained', 'packages vegetarian burger crumbles', 'cans whole peeled tomatoes', 'crushed', '¼  chili powder', 'ground black pepper', 'can kidney beans', 'drained', 'can garbanzo beans', 'drained', 'can black beans', 'can whole kernel corn']"
115,Easy Slow Cooker Beef Stroganoff,"1 ½ pounds cubed beef stew meat; salt and ground black pepper to taste; 1 onion, chopped; 1 (10.75 ounce) can condensed cream of mushroom soup; ¼ cup water; 1 tablespoon dried chives; 2 cloves garlic, minced; 1 tablespoon Worcestershire sauce; 1 cube beef bouillon; ½ cup red wine; 1 tablespoon cornstarch; 1 tablespoon all-purpose flour; 1 (8 ounce) container sour cream; 1 (8 ounce) package sliced fresh mushrooms; 4 ounces cream cheese; ½ cup chopped fresh parsley","Spread beef stew meat into bottom of slow cooker crock; season with salt and pepper. Layer onion over the beef. Pour mushroom soup and water over the beef; add chives, garlic, Worcestershire sauce, and beef bouillon.
DOTDASH MEREDITH FOOD STUDIOS Whisk red wine, cornstarch, and flour together in a small bowl; pour over the mixture in the slow cooker. Cook on Low for 6 to 7 hours. Stir sour cream, mushrooms, cream cheese, and parsley into the beef mixture; continue cooking for 1 hour more.
DOTDASH MEREDITH FOOD STUDIOS Serve over pasta.
DOTDASH MEREDITH FOOD STUDIOS ",https://www.allrecipes.com/recipe/236867/super-duper-slow-cooker-beef-stroganoff/,"['½  cubed beef stew meat', 'salt and ground black pepper to taste', 'onion', 'chopped', 'can condensed cream of mushroom soup', '¼  water', 'dried chives', 'garlic', 'minced', 'worcestershire sauce', 'cube beef bouillon', '½  red wine', 'cornstarch', 'allpurpose flour', 'container sour cream', 'package sliced fresh mushrooms', 'cream cheese', '½  chopped fresh parsley']"
116,Pepper Jelly Appetizer,"1 (8 ounce) package cream cheese, softened; ½ cup mild pepper jelly",Place cream cheese block on a serving plate; spread pepper jelly over top.,https://www.allrecipes.com/recipe/17701/pepper-jelly-appetizer/,"['package cream cheese', 'softened', '½  mild pepper jelly']"
117,Easy Fried Rice,"⅔ cup chopped baby carrots; ½ cup frozen green peas; 2 tablespoons vegetable oil; 1 clove garlic, minced, or to taste (Optional); 2 large eggs; 3 cups leftover cooked and chilled white rice; 1 tablespoon soy sauce, or more to taste; 2 teaspoons sesame oil, or to taste","Assemble ingredients.
DOTDASH MEREDITH FOOD STUDIOS Place carrots in a small saucepan and cover with water. Bring to a low boil and cook for 3 to 5 minutes. Stir in peas, then immediately drain in a colander.
DOTDASH MEREDITH FOOD STUDIOS Heat a wok over high heat. Pour in vegetable oil, then stir in carrots, peas, and garlic; cook for about 30 seconds. Add eggs; stir quickly to scramble eggs with vegetables.
DOTDASH MEREDITH FOOD STUDIOS Stir in cooked rice. Add soy sauce and toss rice to coat. Drizzle with sesame oil and toss again.
DOTDASH MEREDITH FOOD STUDIOS Serve hot and enjoy!
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/79543/fried-rice-restaurant-style/,"['⅔  chopped baby carrots', '½  frozen green peas', 'vegetable oil', 'garlic', 'minced', 'or to taste optional', 'large eggs', 'leftover cooked and chilled white rice', 'soy sauce', 'or more to taste', 'sesame oil', 'or to taste']"
118,The Perfect Basic Burger,1 large egg; ½ teaspoon salt; ½ teaspoon ground black pepper; 1 pound ground beef; ½ cup fine dry bread crumbs,"Preheat an outdoor grill for high heat and lightly oil grate. Whisk egg, salt, and pepper together in a medium bowl.
DOTDASH MEREDITH FOOD STUDIOS Add ground beef and bread crumbs; mix with your hands or a fork until well blended.
DOTDASH MEREDITH FOOD STUDIOS Form into four 3/4-inch-thick patties.
DOTDASH MEREDITH FOOD STUDIOS Place patties on the preheated grill. Cover and cook 6 to 8 minutes per side, or to desired doneness. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C).
DOTDASH MEREDITH FOOD STUDIOS Serve hot and enjoy!
DOTDASH MEREDITH FOOD STUDIOS ",https://www.allrecipes.com/recipe/25473/the-perfect-basic-burger/,"['large egg', '½  salt', '½  ground black pepper', 'ground beef', '½  fine dry bread crumbs']"
119,Pumpkin Cookies with Cream Cheese Frosting (The World's Best!),"2 cups all-purpose flour; 1 teaspoon baking powder; 1 teaspoon ground cinnamon; ½ teaspoon baking soda; ½ teaspoon ground nutmeg; ½ teaspoon ground ginger; 1 cup unsalted butter, softened; ¾ cup white sugar; ¾ cup brown sugar; 2 teaspoons vanilla extract; 1 large egg; 1 (15 ounce) can pumpkin puree; 1 (3 ounce) package cream cheese, softened; ¼ cup unsalted butter, softened; 1 teaspoon vanilla extract; 2 cups powdered sugar","Preheat the oven to 350 degrees F (175 degrees C). Lightly grease two baking sheets. To make the cookies: Whisk flour, baking powder, cinnamon, baking soda, nutmeg, and ginger together in a bowl. Beat butter, both sugars, egg, and vanilla with an electric mixer in a separate large bowl until smooth. Beat in pumpkin puree. Gradually stir dry ingredients into pumpkin mixture until combined; batter will be moist. Drop teaspoonfuls of batter about 2 inches apart onto the prepared baking sheets. Bake in the preheated oven until cookies are lightly browned, 10 to 12 minutes, switching racks halfway through. Remove from the oven and let cool on the sheets for 5 minutes. Transfer cookies to a wire rack and cool completely, about 25 minutes. While the cookies are cooling, make the frosting: Beat cream cheese, butter, and vanilla in a bowl with an electric mixer until soft and creamy. Beat in powdered sugar, about 1/2 cup at a time, until frosting is smooth and spreadable. Spread frosting over cooled cookies.",https://www.allrecipes.com/recipe/229108/pumpkin-cookies-with-cream-cheese-frosting-the-worlds-best/,"['allpurpose flour', 'baking powder', 'ground cinnamon', '½  baking soda', '½  ground nutmeg', '½  ground ginger', 'unsalted butter', 'softened', '¾  white sugar', '¾  brown sugar', 'vanilla extract', 'large egg', 'can pumpkin puree', 'package cream cheese', 'softened', '¼  unsalted butter', 'softened', 'vanilla extract', 'powdered sugar']"
120,No-Yeast Pizza Crust,1 ⅓ cups all-purpose flour; 1 teaspoon baking powder; ½ teaspoon salt; ½ cup fat-free milk; 2 tablespoons olive oil,"Gather all ingredients.
DOTDASH MEREDITH FOOD STUDIOS Mix flour, baking powder, and salt together in a bowl; stir in milk and olive oil until a soft dough forms.
DOTDASH MEREDITH FOOD STUDIOS Turn dough onto a lightly floured surface and knead 10 times. Shape dough into a ball; cover with an inverted bowl and let sit for 10 minutes.
DOTDASH MEREDITH FOOD STUDIOS Roll dough into a 12-inch circle on a baking sheet.
DOTDASH MEREDITH FOOD STUDIOS Add your favorite toppings and bake. Enjoy!
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/244638/no-yeast-pizza-crust/,"['⅓  allpurpose flour', 'baking powder', '½  salt', '½  fatfree milk', 'olive oil']"
121,Cinnamon Apple Cake (Hanukkah Cake),"cooking spray; 1 ½ cups white sugar; 6 ounces cream cheese, softened; ½ cup unsalted butter; 1 teaspoon vanilla extract; 2 eggs; 1 ½ cups all-purpose flour; 1 ½ teaspoons baking powder; ¼ teaspoon salt; ¼ cup white sugar; 2 teaspoons ground cinnamon; 2 large baking apples, peeled and chopped","Preheat the oven to 350 degrees F (175 degrees C). Coat an 8-inch springform pan with cooking spray. Beat 1 1/2 cups sugar, cream cheese, butter, and vanilla extract together in a bowl with an electric mixer until soft and creamy; beat in eggs, one at a time, beating well after each addition. Whisk flour, baking powder, and salt together in a bowl. Combine 1/4 cup sugar and cinnamon in a small separate bowl. Stir 2 tablespoons cinnamon-sugar into flour mixture; reserve remaining cinnamon-sugar mixture. Stir flour mixture into cream cheese mixture until batter is smooth; stir in apples. Pour batter into the prepared pan. Sprinkle batter with reserved cinnamon-sugar mixture. Bake in the preheated oven until cake slightly pulls away from edges of the pan, about 1 hour and 15 minutes. Cool cake completely on a wire rack before removing from the pan and slicing cake.",https://www.allrecipes.com/recipe/219711/cinnamon-apple-cake-aka-hanukkah-cake/,"['cooking spray', '½  white sugar', 'cream cheese', 'softened', '½  unsalted butter', 'vanilla extract', 'eggs', '½  allpurpose flour', '½  baking powder', '¼  salt', '¼  white sugar', 'ground cinnamon', 'large baking apples', 'peeled and chopped']"
122,Carrot Cake,"2 cups white sugar; 1 ¼ cups vegetable oil; 4 large eggs; 2 teaspoons vanilla extract; 2 cups all-purpose flour; 2 teaspoons baking soda; 2 teaspoons baking powder; 2 teaspoons ground cinnamon; ½ teaspoon salt; 3 cups grated carrots; 1 cup chopped pecans; ½ cup butter, softened; 8 ounces cream cheese, softened; 4 cups confectioners' sugar; 1 teaspoon vanilla extract; 1 cup chopped pecans","Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch pan.
DOTDASH MEREDITH FOOD STUDIOS Beat sugar, oil, eggs, and 2 teaspoons vanilla together in a large bowl with an electric mixer until well combined.
DOTDASH MEREDITH FOOD STUDIOS Mix in flour, baking soda, baking powder, cinnamon, and salt. Stir in carrots. Fold in pecans.
DOTDASH MEREDITH FOOD STUDIOS Pour into the prepared pan.
DOTDASH MEREDITH FOOD STUDIOS Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, about 40 minutes. Let cool in the pan for 10 minutes, then turn out onto a wire rack and cool completely.
DOTDASH MEREDITH FOOD STUDIOS To make the frosting: Beat butter, cream cheese, confectioners' sugar, and 1 teaspoon vanilla together in a large bowl with an electric mixer until smooth and creamy.
DOTDASH MEREDITH FOOD STUDIOS Stir in chopped pecans.
DOTDASH MEREDITH FOOD STUDIOS Frost the cooled cake. Serve and enjoy!
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/7402/carrot-cake-iii/,"['white sugar', '¼  vegetable oil', 'large eggs', 'vanilla extract', 'allpurpose flour', 'baking soda', 'baking powder', 'ground cinnamon', '½  salt', 'grated carrots', 'chopped pecans', '½  butter', 'softened', 'cream cheese', 'softened', 'confectioners sugar', 'vanilla extract', 'chopped pecans']"
123,Vegetarian Meatloaf,"1 (12 ounce) bottle BBQ sauce, or to taste; 1 (12 ounce) package vegetarian burger crumbles; 1 green bell pepper, chopped; ⅓ cup minced onion; 1 clove garlic, minced; ½ cup soft bread crumbs; 3 tablespoons vegetarian Parmesan cheese; 1 large egg, beaten; ¼ teaspoon dried thyme; ¼ teaspoon dried basil; ¼ teaspoon parsley flakes; salt and pepper to taste","Preheat the oven to 325 degrees F (165 degrees C). Lightly grease a 9x5-inch loaf pan. Combine 1/2 of the BBQ sauce, vegetarian burger crumbles, green bell pepper, onion, garlic, bread crumbs, Parmesan cheese, and beaten egg in a large bowl. Season with thyme, basil, parsley, salt, and pepper. Transfer mixture into the prepared loaf pan. Bake in the preheated oven for 45 minutes. Pour remaining BBQ sauce over the loaf, and continue baking until loaf is set, about 15 minutes more.",https://www.allrecipes.com/recipe/86297/vegetarian-meatloaf/,"['bottle bbq sauce', 'or to taste', 'package vegetarian burger crumbles', 'green bell pepper', 'chopped', '⅓  minced onion', 'garlic', 'minced', '½  soft bread crumbs', 'vegetarian parmesan cheese', 'large egg', 'beaten', '¼  dried thyme', '¼  dried basil', '¼  parsley flakes', 'salt and pepper to taste']"
124,Cheesy Amish Breakfast Casserole,"1 pound sliced bacon, diced; 1 medium sweet onion, chopped; 9 large eggs, lightly beaten; 4 cups frozen shredded hash brown potatoes, thawed; 2 cups shredded Cheddar cheese; 1 ½ cups small curd cottage cheese; 1 ¼ cups shredded Swiss cheese","Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish.
DOTDASH MEREDITH FOOD STUDIOS Heat a large skillet over medium-high heat; cook and stir bacon and onion until bacon is evenly browned, about 10 minutes. Drain.
DOTDASH MEREDITH FOOD STUDIOS Transfer bacon and onion to a large bowl. Stir in eggs, potatoes, Cheddar cheese, cottage cheese, and Swiss cheese.
DOTDASH MEREDITH FOOD STUDIOS Pour mixture into the prepared baking dish.
DOTDASH MEREDITH FOOD STUDIOS Bake in the preheated oven until eggs are set and cheese is melted, 45 to 50 minutes. Let stand 10 minutes before cutting and serving.
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/229150/cheesy-amish-breakfast-casserole/,"['sliced bacon', 'diced', 'medium sweet onion', 'chopped', 'large eggs', 'lightly beaten', 'frozen shredded hash brown potatoes', 'thawed', 'shredded cheddar cheese', '½  small curd cottage cheese', '¼  shredded swiss cheese']"
125,Dawn's Easy Red Velvet Sandwich Cookies,"1 (15.25 ounce) box red velvet cake mix; 2 eggs, lightly beaten; ½ cup vegetable oil; 1 tablespoon bourbon; 1 (8 ounce) package cream cheese, softened; ¼ cup butter, softened; 2 teaspoons evaporated milk; 1 teaspoon vanilla; ½ cup flaked coconut; 4 cups confectioners' sugar; ½ cup chopped pecans","Preheat the oven to 375 degrees F (190 degrees C). Mix together cake mix, eggs, oil, and bourbon in a large bowl. Roll the dough into balls the size of walnuts. Place 2 inches apart on ungreased baking sheets. Bake cookies in the preheated oven until the tops start to crack, about 8 minutes. Cool in the pans for 10 minutes before removing to cool completely on a wire rack. To make the icing: Combine cream cheese, butter, evaporated milk, vanilla, and coconut in a large bowl. Add confectioners' sugar, 1 cup at a time, mixing well with each addition. If consistency is too stiff, add more milk. Place the chopped pecans in a bowl. Spread a generous amount of icing on the bottom of a cookie, sandwich it with another cookie, pressing firmly so that the icing comes all the way out to the edge. Roll the edges of the sandwich cookies in the chopped pecans. Repeat with the remaining cookies.",https://www.allrecipes.com/recipe/186936/dawns-easy-red-velvet-sandwich-cookies/,"['box red velvet cake mix', 'eggs', 'lightly beaten', '½  vegetable oil', 'bourbon', 'package cream cheese', 'softened', '¼  butter', 'softened', 'evaporated milk', 'vanilla', '½  flaked coconut', 'confectioners sugar', '½  chopped pecans']"
126,Ham and Split Pea Soup Recipe — A Great Soup,"2 tablespoons butter; 2 ribs celery, diced; ½ onion, diced; 3 cloves garlic, sliced; 1 pound dried split peas, rinsed; 1 pound cooked ham, diced; 1 bay leaf; 1 quart chicken stock; 2 ½ cups water; salt and ground black pepper to taste","Gather all ingredients.
DOTDASH MEREDITH FOOD STUDIOS Melt butter in a large soup pot over medium-low heat. Stir in celery, onion, and sliced garlic; cook and stir until onions are translucent but not brown, 5 to 8 minutes.
DOTDASH MEREDITH FOOD STUDIOS Stir in split peas, ham, and bay leaf. Pour in chicken stock and water; stir to combine and simmer until peas are tender and soup has thickened, about 1 hour and 15 minutes. Stir occasionally.
DOTDASH MEREDITH FOOD STUDIOS Season with salt and black pepper to serve.
DOTDASH MEREDITH FOOD STUDIOS Enjoy!
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/219170/ham-and-split-pea-soup-recipe-a-great-soup/,"['butter', 'ribs celery', 'diced', '½ onion', 'diced', 'garlic', 'sliced', 'dried split peas', 'rinsed', 'cooked ham', 'diced', 'bay leaf', 'quart chicken stock', '½  water', 'salt and ground black pepper to taste']"
127,Pretzel Dessert,"½ (15 ounce) package pretzels, crushed; 1 cup margarine, melted; ¼ cup white sugar; 1 (8 ounce) package cream cheese; 1 (8 ounce) container frozen whipped topping, thawed; 1 cup white sugar; 2 cups boiling water; 2 (10 ounce) packages frozen strawberries, thawed; 1 (6 ounce) package strawberry flavored Jell-O®","Preheat oven to 400 degrees F (200 degrees C). In a medium bowl, combine crushed pretzels, melted margarine, and 1/4 cup sugar. Press mixture into a 9x13 inch baking pan. Bake for 8 to 10 minutes. Let cool. In a large mixing bowl, beat cream cheese, frozen whipped topping, and 1 cup sugar. Pour over pretzel crust. In a large saucepan, combine boiling water and strawberry-flavored gelatin; bring to a boil. Stir in frozen strawberries. When it begins to thicken, pour over cream cheese filling. Serve.",https://www.allrecipes.com/recipe/19148/pretzel-dessert/,"['½   package pretzels', 'crushed', 'margarine', 'melted', '¼  white sugar', 'package cream cheese', 'container frozen whipped topping', 'thawed', 'white sugar', 'boiling water', 'packages frozen strawberries', 'thawed', 'package strawberry flavored jello']"
128,Vegan Brownies,"2 cups all-purpose flour; 2 cups granulated white sugar; ¾ cup good-quality unsweetened cocoa powder, sifted; 1 teaspoon baking powder; ¾ teaspoon salt; 1 cup hot water or coffee; ½ cup vegetable oil; 2 teaspoons vanilla extract","Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish with baking spray; line bottom with parchment paper.
DOTDASH MEREDITH FOOD STUDIOS Whisk flour, sugar, cocoa powder, baking powder, and salt together in a large bowl until combined.
DOTDASH MEREDITH FOOD STUDIOS Pour in water (or coffee), vegetable oil, and vanilla; mix until well-blended. Spread batter evenly in the prepared dish.
DOTDASH MEREDITH FOOD STUDIOS Bake in the preheated oven until top is no longer shiny and center feels just set when gently pressed, about 30 minutes.
DOTDASH MEREDITH FOOD STUDIOS Let cool for at least 10 minutes before cutting into 15 squares. Enjoy!
DOTDASH MEREDITH FOOD STUDIOS",https://www.allrecipes.com/recipe/68436/vegan-brownies/,"['allpurpose flour', 'granulated white sugar', '¾  goodquality unsweetened cocoa powder', 'sifted', 'baking powder', '¾  salt', 'hot water or coffee', '½  vegetable oil', 'vanilla extract']"
129,Easy Sugar Cookies,"2 ¾ cups all-purpose flour; 1 teaspoon baking soda; ½ teaspoon baking powder; 1 cup butter, softened; 1 ½ cups white sugar; 1 egg; 1 teaspoon vanilla extract","Gather all ingredients. Preheat the oven to 375 degrees F (190 degrees C).
DOTDASH MEREDITH FOOD STUDIOS Stir flour, baking soda, and baking powder together in a small bowl.
DOTDASH MEREDITH FOOD STUDIOS Beat sugar and butter together in a large bowl with an electric mixer until smooth.
DOTDASH MEREDITH FOOD STUDIOS Beat in egg and vanilla.
DOTDASH MEREDITH FOOD STUDIOS Gradually blend in flour mixture.
DOTDASH MEREDITH FOOD STUDIOS Roll dough into walnut-sized balls and place 2 inches apart onto ungreased baking sheets.
DOTDASH MEREDITH FOOD STUDIOS Bake in the preheated oven until edges are golden, 8 to 10 minutes. Cool on the baking sheets briefly before removing to a wire rack to cool completely.
MEREDITH FOOD STUDIO",https://www.allrecipes.com/recipe/9870/easy-sugar-cookies/,"['¾  allpurpose flour', 'baking soda', '½  baking powder', 'butter', 'softened', '½  white sugar', 'egg', 'vanilla extract']"
130,Buckwheat Pancakes,"1 cup buckwheat flour; 1 ½ teaspoons white sugar; 1 teaspoon baking powder; ¼ teaspoon baking soda; ¼ teaspoon salt; 1 ¼ cups buttermilk; 1 large egg, beaten; ¼ teaspoon vanilla extract; 1 tablespoon unsalted butter, or as needed","Whisk buckwheat flour, sugar, baking powder, baking soda, and salt together in a medium bowl.
DOTDASH MEREDITH FOOD STUDIOS Beat buttermilk, egg, and vanilla together in a large bowl.
DOTDASH MEREDITH FOOD STUDIOS Pour flour mixture into buttermilk mixture; whisk until batter is thick and smooth. Let batter rest until bubbles form and batter relaxes, about 5 minutes
DOTDASH MEREDITH FOOD STUDIOS Melt butter on a griddle over medium heat. Drop batter by large spoonfuls onto the hot griddle and cook until bubbles form and the edges dry, 3 to 4 minutes. Flip and cook until browned on the other side, 2 to 3 minutes. Repeat with remaining batter.
DOTDASH MEREDITH FOOD STUDIOS Serve with berries.
DOTDASH MEREDITH FOOD STUDIOS ",https://www.allrecipes.com/recipe/241553/buckwheat-pancakes/,"['buckwheat flour', '½  white sugar', 'baking powder', '¼  baking soda', '¼  salt', '¼  buttermilk', 'large egg', 'beaten', '¼  vanilla extract', 'unsalted butter', 'or as needed']"
