ID;Oracion_ID;Oracion
3;538;financi proyect utiliz mecan inversion public priv hac bancariz
3;539;diversif fuent energ renov deb enfoc proyect fotovolt sol eolic aprovech vient gas natural licu camp amist geoterm aprovech calor intern tierr undimotriz aprovech movimient olas
3;540;lad priorid repotenci renov plant gener termoelectr abandon men capac mil megavati pud activ cubr deficits potenci cas present algun contingent
3;541;pondr enfasis conclu proyect toachi pilaton gener megavati salitral megavati
3;542;implement cambi regim jurid identific inversion sector priv proyect termoelectr hidroelectr lin transmision condicion preci tiemp adecu part proyect prioritari
3;543;lad impuls desarroll gas golf dad gas natural gener energ mayor eficient men contamin tal indic polit diversif fuent energ limpi
3;544;complement tod accion estrateg incentiv inversion priv autogener electr permit proyect megavati dialog sector junt sal crisis
3;545;fortalec sector petroler aument produccion petroler objev
3;546;barril dia mediant inversion acvidad desarroll produccion fortalec infraestructur existent explot respons asegur altos estandar ambiental social desn rent petroler proyect desarroll sosten
3;547;falt inversion consecuent reduccion produccion petroler cay
3;548;barril dia
3;549;barril dia caus perd irremedi
3;550;asim falt explor conoc real reserv probabl prob pon riesg sector
3;551;pais explor nuev recurs enfrent agot reserv consecuent necesit reform estrategi increment
3;552;ademas deb aprovech gas asoci petrole gener electr consecuent apag mecher region amazon
3;553;necesari transit haci econom menor huell carbon bas talent human innov desarroll capac tecnolog
3;554;reduc import energ renov fosil alt contamin preserv ambient garanz manej sustent agu
3;555;implement model negoci clar condicion actual merc mundial energ petrole incenv inversion priv form anigap direct alianz publicopriv
3;556;fundamental ley gobiern corporav estatal petroler estandar esg independent cicl polic profesional carg direcv ejecuv inform transparent financier audit indic geson rendicion cuent
3;557;presenci rol asegur presenci permanent efecv zon petroler garanz segur public geson conflict social relacion acvid hidrocarburifer foment transparent confianz rendicion cuent asegur inversion public efecv regal benefici direct comun proteg recurs natural comun afect
3;558;infraestructur telecomun desarroll program nacional infraestructur moderniz red transport telecomun asegur conecv zon rural men desarroll
3;559;atracv inversion priv cre incenv fiscal simplific regul atra inversion priv sector estrateg garanz entorn regulatori clar predec
3;560;recuper rol fuert mejor capac burocrac cumpl rol promotor inversion priv regul fiscaliz
3;564;component emple dign apoy emprend cre emple formal calid foment emprend especial sector emergent alto crecimient tecnolog energ renov
3;565;polic acvas creacion emple implement polic creacion emple formal sector alto potencial crecimient construccion tecnolog energ renov agroindustri
3;566;foment polic estrategi asociav enfoc cooperav produccion comerci servici program emple juvenil program trabaj colaborav producv adult mayor person discapac promov iguald oportun mujer poblacion vulner
3;567;formacion capacit desarroll program nacional formacion tecnic profesional vincul ofert educav neces merc laboral pon enfasis formacion capacit especializ desarroll rural integral
3;568;apoy capacit habil tecnolog verd prepar trabaj demand econom sosten
3;569;foment emprend cooperav producv cre incenv fiscal facil credit pequeñ median empres pymes cooperav producv foment cooperav via gener trabaj dign
3;570;promocion formaliz laboral cre regimen especial sistem cooperav produccion fin formaliz trabaj fortalec segur social
3;574;component transform digital foment innov digitaliz econom promov innov tecnolog sector product mejor competit aument product
3;575;anigap alfabez digital implement program nacional alfabez digital prepar poblacion desa econom digital
3;576;prioriz educ tecnolog zon rural menor acces tecnolog
3;577;apoy startups tecnolog cre fond capital semill startups tecnolog desarroll incub aceler negoci ofrezc mentor capacit acces red financi
3;578;hubs innov tecnolog desarroll red nacional hubs innov colabor nacional extranjer univers centr invesg empres impuls desarroll nuev tecnolog gener solucion innov
3;582;component econom circul industri verd sostenibil impuls transicion haci econom verd circul promuev uso eficient recurs reduzc desech minimic impact ambiental produccion consum
3;583;foment econom circul desarroll incenv fiscal regul promuev adopcion pracc econom circul industri manufacturer agricol construccion minimiz residu promov reciclaj reuliz material
3;584;transicion haci industri verd cre fond transicion ecolog apoy empres reconversion haci model produccion sosten
3;585;prioriz sector agroindustri min sosten energ renov
3;586;sostenibil agroindustri promov agricultur sosten climac inteligent pracc reduzc uso agu ferliz contribu conserv recurs natural
3;587;desarroll bioeconom impuls bioeconom sector clav incenv invesg desarroll comercializ product deriv biodivers ecuatorian integr pracc sosten gener valor agreg escal local
3;591;component rural desarroll agropecuari sosten transform sector rural agropecuari ecuador motor desarroll econom sosten inclus mediant implement polit integral mejor product promuev innov tecnolog fortalezc asociat cooperativ garantic acces servici basic financier tecnolog comun rural contribu asi reduccion pobrez soberan alimentari proteccion ambient
3;592;sostenibil fortalec cooperav asociav rural promov creacion consolid cooperav producv sector agropecuari rural enmarc econom social solidari
3;593;asociav perm pequeñ productor acced mejor condicion merc opmiz recurs obten benefici colecv
3;594;apoy estatal crucial proporcion capacit geson empresarial acces merc nacional internacional
3;595;estrategi incenv produccion agroindustrial turism rural increment valor agreg product local
3;596;anigap mejor infraestructur rural conecv implement program nacional mejor infraestructur vial rural inclu construccion rehabilit manten carreter conect mejor camp cabecer cantonal provincial
3;597;mism maner mejor conecv digital mediant expansion red telecomun zon rural perm agricultor aprovech nuev tecnolog comercializ asistent tecnic export benefici especial joven emprendedor
3;598;acces credit apoy financier facilit acces credit formal pequeñ median agricultor mediant creacion fond especif desarroll rural
3;599;fond ofrec condicion preferencial inclu tas interes reduc proces simplific dirig especial agricultor familiar cooperav
3;600;program respald fortalec supervision seguimient organ control sistem cooperav ahorr credit perm mayor cobertur accesibil financ
3;601;revolu tecnolog mecaniz camp pon march program mecaniz agricol inclu adquisicion uso tecnolog avanz mejor producv agricol
3;602;plan promov micronivel suel uso maquinari eficient adopcion tecnic agricol modern
3;603;mecaniz perm pequeñ productor increment producv aument carg laboral promov pracc agricol sosten
3;604;foment rieg tecnific declar emergent sector rieg ejecut plan rehabilit canal angu construccion infraestructur secundari terciari tecnif rieg parcelari
3;605;perm aprovech maxim obras rieg existent aument superfici erras agricol baj rieg mejor producv reduc dependent factor climac
3;606;eficient uso agu clav enfrent desa cambi climac garanz sostenibil sector agropecuari
3;607;promocion agricultur sosten proteccion medi ambient implement program reforest manej sosten erras agricol objev recuper ferlid suel proteg fuent agu
3;608;program foment adopcion pracc agricol sosten minimic impact ambiental inclu rotacion culv agroforest agricultur organ
3;609;ademas incenv uso bioferliz bioplaguic mejor salud suel reduc contamin ambiental
3;610;agroindustrializ valor agreg desarroll program foment agroindustrializ product rural especial cooperav pequeñ empres local
3;611;inclu creacion centr proces product agricol agricultor pued transform product bien mayor valor agreg conserv pulp product proces acced merc ampli lucrav
3;612;objev diversific fuent ingres productor fortalec caden valor agroindustrial
3;613;desarroll turism rural agrotur impuls turism rural agrotur fuent complementari ingres comun rural
3;614;program apoy emprendedor local creacion infraestructur turisc sosten pos rural rut agroturisc ofrec capacit servici atencion client geson turisc
3;615;foment turism comunitari combin ofert anigap product agricol experient cultural ambiental conect turist vid rural ecuador
3;616;revaloriz ofici agricultor inici campañ nacional revaloriz agricultor pil desarroll econom social pais
3;617;campañ llam orgull agricultor destac cas exit pequeñ median productor incenv nuev gener ver agricultur acvid rentabl dign
3;618;promov uso segur agricol segur preci brind productor mayor estabil frent fluctuacion merc
3;619;innov invesg transferent tecnolog cre sistem robust invesg transferent tecnolog colabor nacional extranjer univers centr invesg sector priv cooper internacional
3;620;sistem facilit adapt nuev tecnolog agricol promov innov sostenibil
3;621;prioriz invesg orient mejor producv enfrent desa climac asegur soberan alimentari pais
3;625;component export acuerd comercial estrateg acuerd comercial estrateg permit aprovech ventan oportun ofrec mund benefici pequeñ median grand productor
3;626;part vision apertur econom program bas aument cinc indic increment numer export deb increment bas emprendedor ecuatorian export
3;627;integr empres person proces export dand salt cualitav materi prim product alto valor agreg inclu incorpor real econom naranj dentr ofert export
3;628;necesit emul mejor model europe model asiac emprend suscepbl encaden producv gobiern encontr cad emprendedor potencial export
3;629;aument numer desn export ecuador empez proces internacionaliz traves firm acuerd comercial
3;630;necesari arranc mecan aprovech intens acuerd existent program apertur orden ambici merc exterior
3;631;necesit pon ojos asi are geograf pol desarroll siguient años afric
3;632;increment numer product export ecuador deb diversific canast export noved noved hac ocup herramient brind inteligent arficial idenfic com product pued insert caden global valor
3;633;dec necesit dej pens com product consum usuari final empez imagin com pued ser uliz dentr caden producv
3;634;perm export gran cand product intermedi cual ventaj anigap comparav import aprovech actual sistem producv
3;635;pais export product dos cad tres dolar export ecuador pag arancel
3;636;deb mayor export comercializ sistem preferent arancelari
3;637;necesit tod casi tod export ecuatorian cobij acuerd comercial
3;638;ecuador ene trat acuerd comercial estrateg pais mayor rap desarroll tal indi sudafr brasil pequeñ acuerd abarc poc product
3;639;necesit expand maner ambici inteligent red acuerd comercial
3;640;increment valor inversion extranjer direct inversion emprend cre mediant decret
3;641;deb ten aproxim holisc atra inversion
3;642;logr esfuerz aisl unidireccional mejor condicion inversion ecuador
3;643;necesit sincron gubernamental ministeri gobi autonom actu marc polic hac negoci ecuador sencill rap provech
3;644;sol inversor extranjer sin emprendedor nacional
3;645;elimin tramitolog simplif proced automaz acort plaz necesari inici expand negoci ecuador crucial
3;646;efect implement cad tramit proced instucion public quier implement deb elimin dos proced tramit
3;647;perm racionaliz exces proced administrav exist ecuador herenci burocraci pes deb jusfic detriment eficient rapidez
3;648;cinc indic termometr pais exit sal pobrez med mejor part estrategi desarroll
3;650;eje sostenibil ambiental transicion energet
3;652;diagnost ecuador pais alt dependient recurs natural inclu petrole agricultur recurs hidric pilar fundamental econom
3;653;embarg dependent hac especial vulner frent cambi climat transform gener descarboniz global
3;654;recient inform clim desarroll ecuador public banc mundial señal pais enfrent desafi complej deb vulner climat situacion fiscal delic dependent exces sector public anigap petrole financi neces
3;655;med avanz transicion global haci econom baj carbon ecuador deb enfrent ret adapt evit grav consecuent econom social
3;659;impact climac vulner cambi climat afect signific ecuador event climat extrem cad vez frecuent fenomen niñ niñ provoc inund sequ
3;660;event afect gravement sector critic econom agricultur pesc infraestructur prev intens futur increment riesg comun vulner pon peligr segur alimentari
3;661;aument nivel mar inund coster supon seri amenaz guayaquil ejempl urbes vulner mund increment nivel mar
3;662;ademas sequ prolong afect comun rural capac produccion agricol aument pobrez rural
3;663;alter climat pon riesg sostenibil agricultur capac adapt comun rural
3;664;organ internacional estim efect negat cambi climat podr reduc pib per capit ecuador aproxim punt porcentual aument pobrez punt porcentual
3;665;impact afect principal pequeñ agricultor sector vulner socied
3;666;perd produccion agricol sol reduc ingres camp sin increment preci aliment afect poblacion pobr
3;670;impact infraestructur acvid econom dañ infraestructur transport impact grav cambi climat ecuador afect direct activ econom
3;671;infraestructur transport fundamental comerci movil vulner frent fenomen natural inund desliz tierr aument nivel mar podr interrump caden suministr aument cost oper empres
3;672;reduc competit export ecuatorian dificult acces poblacion servici esencial
3;673;impact infraestructur gener cost signific activ econom pais repercut inversion extranjer capac sector priv crec maner sosten
3;674;vulner climat afect tod are pais region rural comun pobr afect exacerb pobrez desiguald
3;678;riesg produccion energ hidroelectr crisis energec energ hidroelectr principal fuent electr ecuador represent gener electr pais
3;679;embarg impact cambi climat patron lluvi disminu caudal rios aument signific riesg crisis energet
3;680;sequ prolong reduc capac plant hidroelectr oper maxim potencial llev interrupcion suministr electr aument cost energet
3;681;anigap recient crisis energet ecuador recurr uso barcaz diesel alt contamin supl demand energet subray vulner sistem energet pais
3;682;ausenci med adapt diversifiqu matriz energet reduzc dependent hidroenerg ecuador enfrent mayor inest energet futur afect industri cuant hogar
3;686;descarboniz global dependent petrole ademas esfuerz global descarboniz expon ecuador riesg signific deb dependent sector petroler export agricol gener altas emision carbon
3;687;petrole represent pib ingres fiscal hac cualqui disminu demand global recurs impact inmediat estabil econom pais
3;688;fluctuacion preci petrole disminu proyect demand deb transicion energet global podr agrav situacion fiscal pais aument vulner frent choqu extern
3;689;obstant transicion haci econom baj carbon ofrec oportun ecuador
3;690;pais inviert maner proactiv sostenibil ambiental social podr aprovech crecient interes product provenient sector min cobr agricultur sosten
3;691;ecuador cuent reserv mineral clav transicion energet global cobr esencial produccion vehicul electr tecnolog limpi
3;692;min respons sosten gener ingres signific contribu descarboniz econom
3;696;emision gas efect invernader gei aunqu emision per capit ecuador relat baj compar pais crucial hac esfuerz concert reduc sector estrateg transport agricultur energ
3;697;deforest masiv amazon impuls expansion agricol mayor contribuyent emision gei ecuador
3;698;proteccion bosqu tropical esencial sol mitig cambi climat sin preserv biodivers garantiz segur hidric pais
3;699;reduc emision gei ecuador deb limit deforest transform practic agricol descarboniz sector clav transport energ
3;700;requer reform integral inclu promocion tecnolog limpi uso energ renov sol eolic electrif sector transport
3;701;ademas agricultur climat inteligent aci inclu practic gestion sosten agu tecnolog avanz rieg clav reduc emision agricol mejor resilient sector
3;705;oportun ecuador transicion energec bien riesg climat descarboniz global represent desafi signific ecuador abren nuev oportun pais
3;706;crecient demand mineral esencial transicion energet cobr pued gener ingres consider ayud financi transicion pais haci econom baj carbon
3;707;mism mod expansion agricultur sosten anigap deforest permit ecuador posicion merc internacional valor product ecolog sosten
3;708;invert energ renov tecnolog limpi oportun clar reduc emision ecuador fortalec capac enfrent efect cambi climat
3;709;min respons proteccion bosqu amazon transform agricultur are clav ecuador pued lider sostenibil mientr aprovech crecient demand global product sosten
3;712;objet general especif
3;715;component adapt cambi climac quer aument resilient comun infraestructur pais frent impact cambi climat asegur zon vulner mejor prepar afront desastr natural cambi patron climat
3;716;propon transicion haci econom circul reduccion consum exces promocion energ renov
3;717;import compromis ciudadan activ social particip solucion pedagog permanent
3;718;socied deb tom concienci actu colect impuls cambi haci model sosten
3;719;implement plan nacional adapt climac prioriz zon vulner amazon zon coster zon forestal nacional are rural program proyect prevencion restaur ecosistem geson riesg climac
3;720;desarroll infraestructur resistent clim asegur construccion carreter sistem transport incorpor criteri resilient fenomen extrem inund sequ incendi desliz
3;721;mejor geson agu mediant construccion reservori sistem captacion agu lluvi tecnolog rieg eficient asegur disponibil agu agricultur consum human zon propens sequ
3;722;proteg cuenc hidrograf clav promov reforest masiv reduc erosion suel mejor regul hidric region afect deforest degrad suel
3;726;component transicion energec sosten econom circul quer diversific matriz energet pais reduc dependent combust fosil fuent hidroelectr implement model econom circul promuev reutiliz recurs minimic residu
3;727;diversific matriz energec desarroll proyect energ sol eolic geoterm biomas promov descentraliz gener energ facilit incorpor inversion priv energ limpi
3;728;anigap promov eficient energec mediant adopcion tecnolog normav incenv reduccion consum energec sector public priv mejor compev econom pais reduc huell carbon
3;729;foment econom circul traves implement caden valor sosten promuev reuliz residu industrial agricol construccion incenv creacion product recicl sosten
3;730;cre emple verd mediant formacion capital human tecnolog energ renov bioeconom econom circul facilit gener emple sector emergent relacion sostenibil
3;734;component desarroll territorial sosten ciudad resilient quer descentraliz inversion infraestructur verd promov desarroll ciudad territori rural resilient cambi climat garantiz equid territorial acces recurs tecnolog
3;735;foment creacion ciudad sosten mediant polic planif urban integr uso energ limpi transport electr infraestructur verd diseñ edif tecnolog eficient energec
3;736;descentraliz inversion infraestructur asegur region rural afect cambi climac recib recurs public priv adecu desarroll infraestructur climac resilient servici basic calid
3;737;impuls desarroll infraestructur verd comun rural mejor resilient are traves construccion sistem hidric sosten acces energ renov program rehabilit suel
3;738;desarroll program agricultur resilient incenv diversif culv geson sosten agu adopcion tecnolog agricol avanz aument capac respuest productor cambi climac
3;742;component agricultur sosten bioeconom quer promov agricultur sosten reduzc vulner comun rural protej ecosistem clav foment bioeconom motor desarroll econom bas biodivers recurs natural
3;743;implement pracc agricultur climac inteligent promov uso tecnolog avanz rieg diversif culv mejor producv agricol minimiz deforest degrad suel
3;744;desarroll bioeconom incenv produccion comercializ product deriv biodivers ecuatorian cre valor agreg caden produccion biolog promov agroindustri sosten
3;745;proteg ecosistem forestal mediant reduccion deforest program reforest are degrad afect conserv zon forestal estrateg amazon par
3;746;impuls econom circul sector agricol facilit adopcion pracc reduzc residu agricol promuev reuliz subproduct foment sostenibil produccion agropecuari
3;747;anigap
3;750;component gobern climac financi verd quer cre marc gobern climat robust desarroll mecan financi verd asegur moviliz recurs nacional internacional apoy transicion energet adapt cambi climat bioeconom
3;751;fortalec coordin interinstucional asegur polic migacion adapt climac coherent alin compromis internacional ecuador marc acuerd par
3;752;propon encamin pais haci consens regional luch cambi climac
3;753;implement program educ cultur enfoc respons socioambiental preven enfrent ciudadan efect cambi climac
3;754;desarroll fond verd nacional desn financi proyect climac infraestructur resilient transicion energec canaliz recurs organ mullateral cooper internacional promov inversion publicopriv
3;755;promov asoci publicopriv app facilit inversion proyect energ renov eficient energec conserv ambiental asegur parcip acva sector priv transicion haci econom verd
3;756;incenv emision bon verd instrument financier sosten permit financi proyect bioeconom energ limpi econom circul gener confianz merc internacional atrayend inversion haci iniciav sosten ecuador
3;758;eje bienest social derech human inclusion
3;760;diagnost ecuador enfrent crisis signific are clav pobrez desiguald salud educ proteccion derech human
3;761;situacion exacerb crisis econom sigu pandemi persistent violenci insegur deterior servici public esencial particular salud educ
3;762;falt inversion public aplic polit auster amplific dificultad grup vulner compromet acces servici basic aument desiguald
3;763;ultim años pais mostr altos nivel pobrez desiguald pes intent recuper econom
3;764;desafi afect gravement calid vid millon ecuatorian especial are rural grup histor margin mujer comun indigen afrodescendient person discapac comun lgbtiq
3;768;pobrez desiguald pobrez ecuador aument maner alarm especial tras pandemi
3;769;pobrez afect poblacion viv condicion pobrez extrem
3;770;are rural afect tas altas compar zon urban
3;771;desiguald social empeor anigap aument concentr riquez gini elev reflej crecient dispar econom ciudadan ric pobr
3;775;salud sistem salud ecuador enfrent colaps progres deb falt infraestructur personal medic financi adecu
3;776;aunqu sistem salud public universal practic cobertur calid limit
3;777;zon rural poblacion vulner enfrent mayor dificultad acced servici salud basic acces medicament tratamient especializ insuficient
3;778;sistem salud sufr consecuent pandemi increment enfermedad transmis diabet hipertension afect especial poblacion pobr
3;779;ademas crecient preocup salud mental aun desatend termin infraestructur recurs
3;783;educ sistem educ ecuatorian bien mayoritari public enfrent desafi estructural grav
3;784;desercion escol aument especial deb crecient insegur limit econom enfrent famili
3;785;infraestructur escol deficient acces tecnolog educ todav limit profundiz brech educ zon urban rural
3;786;asim sistem educ superior respond adecu demand merc laboral neces pais
3;787;exist desconexion titul ofrec habil requer sector estrateg tecnolog energ renov
3;788;educ tecnic tecnolog aunqu crucial desarroll econom carec recurs suficient program promuev transicion efect merc laboral
3;792;inclusion econom social grup vulner inclu mujer comun indigen afrodescendient person discapac comun lgbtiq enfrent barrer signific inclusion econom social
3;793;mujer ejempl tas altas desemple subemple sufr discrimin acces recurs econom credit propied
3;794;acces oportun laboral limit grup polit public garantiz particip plen desarroll econom
3;795;esfuerz promov equid gener inclusion comun indigen afrodescendient montuvi insuficient polit proteccion person discapac adult mayor garantiz acces adecu servici especializ emple dign
3;799;segur social asistent social sistem segur social ecuador fragment cubr adecu tod poblacion
3;800;aunqu exist program asistent social bon desarroll human cobertur suficient reduc maner signific pobrez
3;801;ademas recurs asign program limit sid actualiz acuerd crecient neces econom ciudadan
3;802;anigap acces servici basic agu potabl saneamient energ electr desigual afect principal are rural poblacion empobrec
3;803;acces viviend dign aun desafi import deficit habitacional crecient condicion precari much zon urban marginaliz
3;807;proteccion grup vulner derech human proteccion derech human ecuador enfrent desafi signific
3;808;violacion derech human especial carcel context violenci gener alarm
3;809;violenci mujer feminicidi aument mientr impun falt proteccion adecu victim problem critic
3;810;defensor derech human especial aquell trabaj are relacion proteccion ambient derech puebl indigen enfrent amenaz crecient
3;811;comun lgbtiq sig sufr discrimin violenci falt proteccion legal efect frent crimen odi discrimin acces servici basic salud emple
3;815;deport gestion deport pais principal conoc logr alcanz nivel profesional amateur englob recreacion educ fisic
3;816;dos ultim benefici tod poblacion maner direct mientr deport gener benefici tangibl alto valor relacion ident
3;817;deport alto rendimient involucr trabaj realiz feder nacional año olimp obten mejor result histori ecuador ubic cuart posicion latinoamer cinc medall
3;818;pres olimp vien man trabaj minim cuatr años sum fuert cambi polit public dad hac años asi apoy priv deport dieron conoc toki recib entren
3;819;nivel internacional consider cicl inversion años alto rendimient pues exist nuev inversion public mejor direccion result siguient cicl olimp volv ser
3;820;recreacion activ fisic relacion movimient salud
3;821;acuerd organiz mundial salud oms necesari cad person realic minut activ fisic moder seman ten buen salud evit problem vejez
3;822;nivel sedentar ecuador invert activ fisic neces
3;823;cad dol invert activ fisic ahorr tres dolar gast salud
3;824;pais principal caus muert enfermedad transmis diabet hipertension problem cardiovascular invert activ fisic logr cambi import salud poblacion
3;825;ademas pais activ fisic utiliz herramient pacif luch delincuent requier trabaj juventud evidenci cambi social traves deport buen uso tiemp libr
3;826;anigap
3;829;cultur polit estrategi cultur pais deb orient fortalec ident puebl pues refuerz cohesion social constitu gestor paz convivent san conviert agent econom inclus signific
3;830;divers cultural fuerz moviliz impuls desarroll enriquec vid person constitu medi reduc pobrez alcanz met desarroll sosten
3;831;ecuador ident cultural divers pluricultural multietn hac unic poblacion necesari respet diferent conviv socied inclus solidari
3;832;divers etnic regional ecuador fuerz deb ser bas permit reconoc orgull puebl
3;833;tres region continental conviv nacional indigen puebl tradicion divers propi cosmovision
3;834;nacional indigen amazon conoc kichw huaorani achu shu cofan sionasecoy shiwi zapar
3;835;tagaeri taromenan aislamient voluntari
3;836;sierr andes austr quichu puebl otaval salasac cañari saragur nort encuentr comun awa
3;837;cost pacif chachi tsachil huancavilc
3;838;ciudad puebl viv mestiz blanc afroecuatorian
3;839;polit cultural deb ten respons incorpor mall curricul escuel colegi fin empoder ident promocion nivel intern extern
3;840;lament ecuador debil institucional sector cultural dad gobi turn dad import merec
3;841;lad debil institucional imped diseñ llev practic estrategi agres termin polit econom cultural
3;844;objet general especif
3;847;component salud sistem universal gratuit calid garantiz acces universal salud public gratuit calid ciudadan reduc inequ acces moderniz sistem promov prevencion atencion integral
3;848;atencion primari integral fortalec sistem atencion primari asegur tod poblacion especial rural vulner acces atencion medic medicament esencial especial
3;849;creacion brig movil salud encarg llev atencion medic comun alej especial atencion enfermedad cronic atencion prenatal
3;850;ampliacion centr salud rural increment cobertur centr salud zon rural men medic general equip enferm cad comun habit
3;851;telemedicin monitore remot digitaliz sistem salud uso telemedicin lleg zon remot urban marginaliz facilit consult distanci monitore enfermedad cronic catastrof
3;852;anigap implement expedient electron asegur connuid cuid perm cualqui centr medic respet deb protocol acced historial clinic pacient empo real
3;853;realiz catastr diagnosc nacional infraestructur salud public primer seis mes gobiern idenfic centr medic hospital requier mejor urgent prioriz zon empobrec are rural
3;854;renov equip medic inverr moderniz equip tecnolog hospital clinic especial are cric quirofan sal emergent unidad cuid intens
3;855;construccion hospital terc nivel cuenc serv centr referent sur pais especial medic alta complej reduc satur hospital quit guayaquil
3;856;creacion plan nacional salud mental desarroll plan integral atencion salud mental nivel atencion prioriz atencion prevenv tratamient trastorn depresion ansied adiccion
3;857;psicolog psiquiatr centr salud asegur cad centr salud cuent psicolog clinic establec equip psiquiatr hospital general
3;858;campañ concienci implement campañ concienci bienest emocional psicolog nivel comunitari involucr escuel medi comun
3;859;prevencion enfermedad transmis ent cre plan nacional prevencion manej enfermedad diabet hipertension obes inclu campañ educ deteccion tempran program seguimient
3;860;promocion eslos vid salud desarroll program educ nutricion acvid sic escuel comun inclu promocion diet equilibr creacion espaci recreav zon urban rural
3;861;atencion larg plaz ent establec centr especializ enfermedad cronic ofrezc tratamient integral enfoqu rehabilit seguimient connu evit complic larg plaz
3;862;incorpor personal salud incorpor progres profesional oper salud acuerd neces red nacional conform protocol indic internacional
3;863;program capacit connu especializ otorg bec anual formacion especial are alta demand medicin general enferm salud mental
3;864;promov program formacion connu actualiz conoc profesional salud
3;868;component salud muj motor desarroll socioeconom mejor salud integral mujer ecuatorian reconoc rol esencial desarroll socioeconom pais construccion futur sosten ecuador
3;869;program nacional prevencion embaraz adolescent anigap educ sexual integral implement program educ sexual obligatori escuel secundari asegur adolescent acces inform adecu salud sexual reproduct enfermedad transmision sexual
3;870;trabaj colabor ministeri educ plaz dos años escuel secundari ofrezc educ sexual integral
3;871;clinic juvenil amig cre clinic juvenil acces confidencial ubic estrateg escal nacional joven acced servici salud sexual reproduct inclu metod anticoncept
3;872;clinic espaci atencion integral adolescent
3;873;campañ sensibiliz desarroll campañ masiv comun dirig joven padr comun prevencion alcohol embaraz adolescent adiccion violenci gener import planif famili
3;874;expansion acces metod anconcepv mod larc capacit profesional salud form personal medic pued proporcion manej metod anticoncept larg duracion larc disposit intrauterin diu implant subderm
3;875;disponibil gratuit anticoncept mod asegur centr salud public pais dispong larc gratuit mujer edad reproduct
3;876;objet aument prevalent uso metod actual tres años
3;877;program educ comunitari realiz campañ educ comun destac benefici larc reduc mit uso especial are rural
3;878;mejor atencion matern telemedicin are rural cre red atencion medic prenatal mediant telemedicin zon dificil acces permit monitor mujer embaraz maner eficient oportun
3;879;enfoqu inspir chil asegur mujer are rural recib men visit prenatal
3;880;parter profesional comun rural capacit parter comun rural indigen brind atencion matern segur cultural adecu
3;881;program deb tom referent exit model bolivi expand pais
3;882;anigap transport emergent implement sistem transport emergent mujer embaraz zon remot garantiz acces atencion medic oportun cas critic
3;883;empoder econom traves salud program capacit laboral madr padr adolescent ofrec program formacion tecnic laboral madr padr adolescent vincul servici salud sexual reproduct reduc desercion escol foment inclusion econom
3;884;model sig ejempl program mexic brasil
3;885;licenci parental extend flexibil laboral desarroll polit inclu licenci matern patern ampli asi incent empres ofrezc flexibil laboral guard lactari lug trabaj
3;886;program nacional nutricion maternoinfanl nutricion embaraz proporcion suplement nutricional gratuit mujer embaraz lactant situacion vulner
3;887;ademas implement sistem seguimient nutricional mujer embaraz niñ menor años inspir exit plan nacional nutricion peru
3;888;program aliment escol mejor fortalec program aliment escol asegur niñ niñ situacion pobrez riesg desnutricion recib com salud nutrit
3;891;component educ inclus sosten public impuls sistem educ inclus calid especial enfasis innov formacion tecnic formacion ciudadan adapt neces context social econom ecuatorian
3;892;reform integral sistem educav inclusion equid garanz sistem educav acces inclus calid promuev equid prepar estudi enfrent desa sigl xxi
3;893;fortalec sistem educ intercultural bilingü comun indigen asegur conten educav alin context cultural lingüisc
3;894;promov autonom educav puebl indigen sigu model exit pais bolivi nuev zeland
3;895;arcul sistem educ superior cre puent estudi sal sistem intercultural bilingü apoy necesari ingres prosper educ superior
3;896;implement program orient vocacional bec especif estudi
3;897;intervencion especif reduc abandon escol enfoc zon vulner afect violenci crim organiz
3;898;cre program anigap acompañ apoy psicosocial colabor ministeri salud atend joven riesg abandon
3;899;escuel segur implement med segur dentr recint escolar garanz estudi vicm crim organiz
3;900;program segu model mexic implement escuel segur zon alto riesg
3;901;inversion infraestructur tecnolog educav realiz catastr determin actual infraestructur educav pais fin recuper instal moderniz cerr brech tecnolog enfasis zon rural empobrec
3;902;inversion public priv renov escuel especial are rural
3;903;promov escuel sosten constru tecnolog verd inspir viviend passivhaus alemani
3;904;prioriz instal servici basic agu potabl electr tod instucion educav
3;905;tecnolog ciudadan global equip tod escuel acces internet alta veloc herramient tecnolog enseñ
3;906;desarroll program capacit docent pued integr tecnolog metodolog enseñ
3;907;model aliment escol inclus rediseñ program aliment escol cultural pernent salud enfoqu nutricion infanl luch desnutricion
3;908;transport escol eficient segur implement sistem transport escol segur are rural especial atencion zon altos nivel criminal
3;909;talent human educ fortalec capac docent personal educav reconoc rol clav transform sistem educav
3;910;fortalec formacion inicial connu docent traves program desarroll profesional permanent
3;911;inclu formacion pedagog inclusion manej tecnolog educav liderazg escol
3;912;recategoriz docent establec nuev sistem evalu recategoriz docent sol sustent examen sin experient contribu comun educav merit
3;913;reduccion sobrecarg administrav docent perm concentr labor pedagog
3;914;fortalec equip administrav cad instucion asegur personal capacit geson tar docent
3;915;educ tecnic formacion dual promov educ tecnic profesional alin demand merc laboral foment emprend innov
3;916;cre program educ tecnic nivel secundari ofrezc estudi habil necesari insert rapid merc laboral
3;917;program vincul sector clav energ tecnolog agricultur
